Item,Price,Weight
51062,848,55
51063,954,65
51064,138,65
51065,324,66
51066,170,70
51067,463,29
51068,55,95
51069,678,7
51070,636,7
51071,836,28
51072,741,82
51073,625,67
51074,791,99
51075,595,25
51076,858,39
51077,449,19
51078,360,32
51079,136,12
51080,134,55
51081,745,48
51082,555,39
51083,349,34
51084,87,96
51085,454,57
51086,923,91
51087,701,54
51088,72,97
51089,125,99
51090,707,92
51091,627,64
51092,628,47
51093,610,93
51094,333,18
51095,466,49
51096,760,86
51097,186,91
51098,565,46
51099,92,48
51100,444,83
51101,249,81
51102,709,9
51103,220,27
51104,591,24
51105,85,60
51106,341,69
51107,548,78
51108,942,44
51109,740,48
51110,391,4
51111,700,84
51112,294,56
51113,65,29
51114,374,47
51115,860,22
51116,34,68
51117,174,34
51118,721,34
51119,393,77
51120,219,72
51121,715,93
51122,356,56
51123,377,24
51124,225,30
51125,981,5
51126,674,100
51127,294,12
51128,621,65
51129,266,88
51130,976,75
51131,570,83
51132,921,29
51133,803,23
51134,999,94
51135,118,44
51136,32,89
51137,316,81
51138,62,20
51139,927,4
51140,735,58
51141,278,51
51142,447,63
51143,113,89
51144,861,2
51145,916,68
51146,877,48
51147,157,2
51148,436,6
51149,994,76
51150,147,34
51151,781,68
51152,867,98
51153,154,88
51154,746,35
51155,63,67
51156,626,27
51157,669,6
51158,371,13
51159,616,80
51160,757,80
51161,901,7
51162,512,63
51163,640,7
51164,495,65
51165,348,7
51166,844,61
51167,747,43
51168,36,38
51169,906,93
51170,470,92
51171,468,8
51172,968,80
51173,380,18
51174,200,84
51175,457,12
51176,545,88
51177,146,32
51178,832,33
51179,856,47
51180,234,73
51181,740,54
51182,710,60
51183,372,28
51184,710,23
51185,384,29
51186,216,51
51187,950,65
51188,114,36
51189,645,59
51190,101,43
51191,452,39
51192,726,84
51193,951,66
51194,20,4
51195,323,97
51196,706,67
51197,965,23
51198,194,8
51199,208,21
51200,106,53
51201,496,48
51202,282,94
51203,906,51
51204,907,9
51205,444,25
51206,835,62
51207,828,59
51208,573,86
51209,310,59
51210,523,99
51211,349,44
51212,58,35
51213,512,35
51214,7,26
51215,619,36
51216,475,93
51217,201,84
51218,383,17
51219,730,85
51220,980,86
51221,624,54
51222,302,18
51223,452,29
51224,921,49
51225,88,9
51226,146,1
51227,443,98
51228,653,98
51229,503,18
51230,563,27
51231,134,90
51232,266,95
51233,70,37
51234,990,13
51235,298,37
51236,8,46
51237,630,17
51238,150,58
51239,77,86
51240,901,67
51241,603,87
51242,271,61
51243,103,82
51244,318,19
51245,125,50
51246,326,11
51247,840,58
51248,182,11
51249,572,19
51250,678,45
51251,390,85
51252,824,54
51253,921,76
51254,576,55
51255,808,50
51256,919,83
51257,902,26
51258,997,41
51259,148,32
51260,625,64
51261,598,25
51262,235,2
51263,397,38
51264,937,63
51265,397,96
51266,80,94
51267,111,14
51268,805,54
51269,968,90
51270,152,63
51271,250,83
51272,965,41
51273,56,6
51274,432,83
51275,466,50
51276,696,56
51277,544,54
51278,630,39
51279,515,85
51280,410,7
51281,217,90
51282,752,31
51283,295,95
51284,407,96
51285,967,38
51286,640,85
51287,183,29
51288,742,6
51289,857,51
51290,400,29
51291,626,59
51292,832,59
51293,316,11
51294,113,5
51295,599,89
51296,446,70
51297,199,67
51298,278,26
51299,433,54
51300,875,49
51301,29,75
51302,541,77
51303,33,80
51304,71,41
51305,804,8
51306,981,13
51307,962,82
51308,93,25
51309,741,36
51310,121,18
51311,863,35
51312,940,76
51313,831,75
51314,588,37
51315,901,100
51316,512,88
51317,277,37
51318,706,84
51319,795,68
51320,74,8
51321,720,37
51322,216,65
51323,912,24
51324,350,44
51325,513,66
51326,949,89
51327,385,57
51328,486,23
51329,29,90
51330,222,48
51331,651,70
51332,981,75
51333,131,41
51334,852,94
51335,499,98
51336,638,70
51337,474,10
51338,978,89
51339,224,52
51340,939,94
51341,681,77
51342,398,5
51343,593,37
51344,630,75
51345,391,36
51346,631,92
51347,563,32
51348,764,80
51349,205,12
51350,632,29
51351,912,13
51352,149,15
51353,300,47
51354,663,72
51355,465,30
51356,130,78
51357,124,75
51358,629,77
51359,147,83
51360,112,14
51361,730,4
51362,211,40
51363,728,85
51364,351,48
51365,810,42
51366,458,8
51367,19,28
51368,871,12
51369,106,25
51370,723,24
51371,636,67
51372,25,47
51373,475,32
51374,315,58
51375,916,31
51376,734,62
51377,982,41
51378,565,8
51379,376,75
51380,75,94
51381,834,28
51382,275,14
51383,790,97
51384,348,9
51385,619,1
51386,243,75
51387,627,1
51388,642,64
51389,663,14
51390,326,73
51391,837,53
51392,467,90
51393,585,99
51394,29,87
51395,626,6
51396,588,75
51397,747,42
51398,15,57
51399,812,32
51400,168,22
51401,525,46
51402,63,77
51403,556,43
51404,498,51
51405,708,32
51406,459,86
51407,429,35
51408,208,74
51409,801,15
51410,319,20
51411,753,25
51412,36,50
51413,590,22
51414,306,46
51415,685,26
51416,818,84
51417,218,19
51418,257,2
51419,134,87
51420,528,46
51421,715,8
51422,849,29
51423,63,91
51424,351,21
51425,423,40
51426,247,4
51427,89,29
51428,308,36
51429,306,3
51430,233,71
51431,51,47
51432,556,9
51433,775,80
51434,831,43
51435,523,96
51436,933,67
51437,774,84
51438,639,30
51439,224,74
51440,108,81
51441,581,86
51442,242,49
51443,110,89
51444,172,61
51445,293,92
51446,805,96
51447,805,27
51448,414,48
51449,132,65
51450,176,88
51451,998,17
51452,65,12
51453,791,100
51454,123,55
51455,875,46
51456,865,81
51457,28,45
51458,666,22
51459,183,19
51460,689,39
51461,936,2
51462,69,23
51463,782,26
51464,448,14
51465,808,35
51466,664,55
51467,992,80
51468,477,58
51469,598,81
51470,437,76
51471,863,29
51472,355,9
51473,495,78
51474,932,56
51475,497,88
51476,39,64
51477,940,36
51478,272,70
51479,879,100
51480,592,11
51481,655,15
51482,501,23
51483,175,17
51484,398,51
51485,18,78
51486,180,27
51487,983,62
51488,470,55
51489,663,48
51490,570,2
51491,323,62
51492,858,1
51493,464,81
51494,478,100
51495,934,25
51496,767,71
51497,607,30
51498,798,43
51499,458,47
51500,561,49
51501,216,7
51502,41,5
51503,950,34
51504,775,48
51505,863,61
51506,65,44
51507,808,93
51508,485,80
51509,834,90
51510,936,24
51511,407,99
51512,530,15
51513,686,37
51514,935,42
51515,208,56
51516,950,14
51517,517,99
51518,49,71
51519,853,49
51520,868,98
51521,11,36
51522,261,63
51523,186,3
51524,205,7
51525,498,50
51526,30,51
51527,57,7
51528,374,93
51529,345,68
51530,820,58
51531,981,1
51532,762,78
51533,414,72
51534,474,49
51535,826,21
51536,904,67
51537,655,16
51538,67,28
51539,72,32
51540,269,69
51541,923,12
51542,589,88
51543,349,80
51544,653,54
51545,252,65
51546,493,26
51547,782,25
51548,154,61
51549,214,100
51550,882,45
51551,224,83
51552,994,36
51553,985,35
51554,759,38
51555,178,79
51556,37,59
51557,276,30
51558,297,19
51559,130,98
51560,307,51
51561,343,57
51562,707,46
51563,286,40
51564,774,46
51565,611,18
51566,501,69
51567,415,28
51568,348,37
51569,614,30
51570,259,38
51571,779,83
51572,94,1
51573,907,9
51574,79,50
51575,801,65
51576,341,6
51577,538,6
51578,92,56
51579,316,27
51580,471,29
51581,605,92
51582,236,91
51583,58,80
51584,128,8
51585,117,23
51586,919,40
51587,851,22
51588,245,23
51589,597,77
51590,431,85
51591,864,1
51592,973,70
51593,703,100
51594,708,17
51595,507,28
51596,101,52
51597,449,40
51598,772,1
51599,360,97
51600,838,49
51601,790,24
51602,696,61
51603,728,54
51604,520,20
51605,181,35
51606,799,77
51607,700,14
51608,405,9
51609,119,56
51610,219,19
51611,44,43
51612,472,14
51613,260,76
51614,992,52
51615,895,47
51616,729,18
51617,298,47
51618,290,25
51619,900,59
51620,224,72
51621,953,25
51622,382,46
51623,875,37
51624,710,24
51625,867,96
51626,745,68
51627,813,75
51628,835,3
51629,926,92
51630,268,11
51631,38,6
51632,613,46
51633,685,54
51634,543,21
51635,801,60
51636,789,83
51637,47,5
51638,895,75
51639,427,21
51640,963,22
51641,414,85
51642,284,51
51643,649,83
51644,715,12
51645,162,11
51646,502,6
51647,789,29
51648,104,30
51649,4,88
51650,575,79
51651,765,94
51652,470,37
51653,422,10
51654,887,81
51655,664,11
51656,793,62
51657,577,16
51658,909,1
51659,347,33
51660,719,16
51661,212,7
51662,417,33
51663,508,1
51664,104,53
51665,448,85
51666,354,81
51667,980,71
51668,725,90
51669,953,3
51670,318,20
51671,640,2
51672,419,32
51673,602,2
51674,790,97
51675,66,47
51676,49,76
51677,13,48
51678,781,4
51679,430,87
51680,958,30
51681,845,49
51682,195,22
51683,465,1
51684,771,30
51685,269,12
51686,668,1
51687,900,70
51688,396,34
51689,841,5
51690,723,72
51691,930,38
51692,20,92
51693,910,21
51694,356,64
51695,450,36
51696,405,70
51697,259,95
51698,279,35
51699,945,24
51700,541,35
51701,877,75
51702,564,53
51703,200,67
51704,673,9
51705,737,10
51706,693,92
51707,981,47
51708,303,75
51709,288,32
51710,296,33
51711,350,14
51712,235,76
51713,154,64
51714,274,43
51715,179,98
51716,860,25
51717,580,52
51718,951,40
51719,987,5
51720,701,76
51721,238,30
51722,221,80
51723,172,33
51724,941,28
51725,365,46
51726,668,73
51727,12,44
51728,381,25
51729,651,7
51730,239,17
51731,123,93
51732,113,3
51733,243,54
51734,495,73
51735,485,42
51736,466,17
51737,496,92
51738,412,12
51739,597,91
51740,355,20
51741,272,38
51742,342,84
51743,502,91
51744,981,88
51745,593,80
51746,965,28
51747,494,14
51748,588,1
51749,219,100
51750,647,72
51751,872,98
51752,164,42
51753,198,87
51754,654,56
51755,210,45
51756,906,8
51757,566,84
51758,807,1
51759,23,97
51760,941,98
51761,847,55
51762,238,88
51763,32,95
51764,471,98
51765,379,38
51766,94,21
51767,965,44
51768,180,49
51769,406,74
51770,486,13
51771,305,43
51772,987,100
51773,505,35
51774,954,9
51775,480,53
51776,999,4
51777,547,47
51778,564,47
51779,141,85
51780,91,90
51781,689,1
51782,707,18
51783,245,85
51784,388,2
51785,46,73
51786,45,17
51787,767,18
51788,394,93
51789,721,41
51790,648,11
51791,356,64
51792,609,100
51793,905,74
51794,802,76
51795,127,10
51796,408,90
51797,383,14
51798,964,83
51799,94,49
51800,742,65
51801,417,20
51802,793,5
51803,703,98
51804,329,89
51805,851,26
51806,606,11
51807,480,69
51808,668,71
51809,144,51
51810,463,95
51811,265,18
51812,772,78
51813,103,57
51814,346,28
51815,109,19
51816,244,93
51817,425,70
51818,437,67
51819,706,43
51820,681,72
51821,284,84
51822,636,29
51823,142,80
51824,317,76
51825,1000,9
51826,748,66
51827,121,65
51828,3,25
51829,103,64
51830,2,13
51831,490,77
51832,620,2
51833,286,26
51834,218,20
51835,997,21
51836,36,55
51837,304,23
51838,710,24
51839,216,7
51840,438,23
51841,903,8
51842,321,74
51843,703,58
51844,180,93
51845,803,57
51846,484,8
51847,123,41
51848,781,40
51849,218,80
51850,248,32
51851,51,46
51852,483,43
51853,632,48
51854,231,70
51855,433,78
51856,576,42
51857,947,60
51858,950,72
51859,437,33
51860,346,5
51861,278,93
51862,575,40
51863,305,14
51864,753,47
51865,222,80
51866,940,39
51867,644,40
51868,172,56
51869,27,2
51870,332,10
51871,779,1
51872,729,16
51873,242,77
51874,756,43
51875,627,51
51876,966,95
51877,529,72
51878,913,17
51879,136,63
51880,312,84
51881,333,45
51882,114,26
51883,660,55
51884,946,43
51885,197,22
51886,188,49
51887,657,4
51888,717,55
51889,905,99
51890,829,54
51891,954,99
51892,520,56
51893,442,85
51894,850,8
51895,187,19
51896,93,18
51897,924,63
51898,907,30
51899,922,58
51900,987,64
51901,233,87
51902,535,30
51903,589,88
51904,577,19
51905,983,76
51906,861,3
51907,963,95
51908,490,34
51909,452,68
51910,34,5
51911,324,51
51912,950,33
51913,621,40
51914,521,60
51915,657,93
51916,737,52
51917,61,47
51918,903,27
51919,605,19
51920,717,58
51921,338,75
51922,962,45
51923,884,38
51924,831,30
51925,641,40
51926,402,68
51927,567,84
51928,174,64
51929,650,100
51930,620,8
51931,186,75
51932,689,30
51933,660,35
51934,745,71
51935,605,46
51936,258,52
51937,618,27
51938,538,4
51939,593,52
51940,144,69
51941,953,59
51942,149,94
51943,722,86
51944,31,75
51945,880,11
51946,291,93
51947,205,51
51948,762,49
51949,380,61
51950,560,4
51951,308,8
51952,571,45
51953,487,93
51954,761,84
51955,409,59
51956,919,25
51957,54,70
51958,849,57
51959,327,24
51960,136,63
51961,981,81
51962,927,53
51963,405,42
51964,899,39
51965,723,88
51966,29,47
51967,245,70
51968,750,15
51969,547,63
51970,894,25
51971,854,23
51972,625,48
51973,832,67
51974,647,97
51975,826,37
51976,871,65
51977,419,63
51978,643,34
51979,491,42
51980,941,92
51981,392,10
51982,981,61
51983,993,55
51984,327,83
51985,491,12
51986,385,87
51987,202,97
51988,480,93
51989,358,5
51990,358,57
51991,570,50
51992,375,48
51993,313,57
51994,358,99
51995,702,66
51996,804,16
51997,756,18
51998,57,72
51999,663,19
52000,427,36
52001,720,52
52002,139,70
52003,562,72
52004,656,80
52005,974,12
52006,611,19
52007,122,28
52008,632,15
52009,201,28
52010,748,2
52011,211,27
52012,256,7
52013,184,71
52014,226,8
52015,892,60
52016,642,89
52017,146,5
52018,411,25
52019,820,29
52020,855,61
52021,702,27
52022,829,96
52023,888,58
52024,867,78
52025,4,99
52026,272,66
52027,931,31
52028,302,79
52029,379,71
52030,522,41
52031,268,67
52032,741,41
52033,249,16
52034,53,96
52035,284,13
52036,357,95
52037,710,21
52038,770,46
52039,372,11
52040,89,63
52041,709,12
52042,753,85
52043,869,82
52044,222,82
52045,904,51
52046,116,84
52047,352,5
52048,458,15
52049,441,35
52050,484,5
52051,150,8
52052,43,33
52053,366,25
52054,609,13
52055,854,68
52056,689,95
52057,743,43
52058,463,38
52059,642,23
52060,372,49
52061,63,28
52062,423,70
52063,953,46
52064,631,44
52065,294,34
52066,153,89
52067,193,58
52068,237,37
52069,808,54
52070,822,86
52071,728,76
52072,960,4
52073,160,49
52074,261,20
52075,995,34
52076,145,47
52077,633,19
52078,933,55
52079,138,29
52080,390,16
52081,48,25
52082,216,43
52083,249,84
52084,890,72
52085,731,11
52086,2,96
52087,453,19
52088,78,33
52089,246,89
52090,650,91
52091,949,95
52092,701,55
52093,146,59
52094,869,15
52095,882,66
52096,400,45
52097,895,19
52098,520,68
52099,694,36
52100,537,24
52101,388,80
52102,279,1
52103,389,29
52104,902,58
52105,593,88
52106,25,87
52107,74,7
52108,285,43
52109,274,93
52110,53,66
52111,604,44
52112,422,70
52113,810,64
52114,853,67
52115,928,64
52116,368,74
52117,766,94
52118,267,26
52119,218,2
52120,721,77
52121,657,60
52122,404,38
52123,10,77
52124,956,99
52125,609,50
52126,536,39
52127,117,78
52128,774,41
52129,590,17
52130,361,87
52131,691,88
52132,541,99
52133,517,66
52134,65,51
52135,994,92
52136,353,98
52137,562,90
52138,86,86
52139,282,55
52140,519,33
52141,442,37
52142,665,33
52143,866,41
52144,997,78
52145,318,1
52146,924,91
52147,125,71
52148,381,51
52149,357,12
52150,603,19
52151,133,71
52152,815,24
52153,536,19
52154,561,92
52155,507,14
52156,250,86
52157,759,54
52158,618,43
52159,173,94
52160,795,48
52161,827,69
52162,683,68
52163,413,27
52164,726,10
52165,221,2
52166,431,87
52167,442,74
52168,852,28
52169,703,96
52170,18,10
52171,315,50
52172,383,36
52173,759,54
52174,620,49
52175,618,16
52176,695,15
52177,387,16
52178,831,34
52179,100,44
52180,641,15
52181,158,96
52182,994,23
52183,961,95
52184,674,43
52185,760,53
52186,831,32
52187,457,84
52188,588,40
52189,543,77
52190,227,85
52191,677,52
52192,524,36
52193,877,9
52194,409,7
52195,562,85
52196,790,97
52197,956,49
52198,887,7
52199,83,35
52200,744,56
52201,754,49
52202,606,51
52203,630,11
52204,280,26
52205,280,81
52206,863,13
52207,629,91
52208,233,70
52209,506,77
52210,413,62
52211,257,71
52212,860,46
52213,976,20
52214,838,1
52215,429,47
52216,261,67
52217,967,56
52218,8,28
52219,812,48
52220,853,51
52221,145,80
52222,94,65
52223,759,32
52224,617,57
52225,253,40
52226,703,75
52227,738,39
52228,635,32
52229,885,28
52230,675,89
52231,380,50
52232,290,76
52233,644,89
52234,364,45
52235,495,58
52236,824,48
52237,799,87
52238,840,89
52239,213,69
52240,729,78
52241,607,50
52242,763,8
52243,183,95
52244,487,59
52245,541,49
52246,928,23
52247,479,95
52248,275,87
52249,717,19
52250,253,88
52251,785,38
52252,959,12
52253,661,38
52254,421,43
52255,747,81
52256,473,68
52257,650,37
52258,800,56
52259,173,50
52260,998,46
52261,236,60
52262,824,39
52263,141,89
52264,307,78
52265,53,91
52266,807,80
52267,925,39
52268,850,91
52269,471,60
52270,961,43
52271,14,86
52272,764,83
52273,718,54
52274,813,43
52275,295,81
52276,75,52
52277,332,25
52278,278,41
52279,330,25
52280,375,38
52281,846,48
52282,418,11
52283,13,22
52284,987,43
52285,712,39
52286,12,19
52287,575,40
52288,830,83
52289,858,72
52290,919,4
52291,819,35
52292,784,81
52293,380,54
52294,361,53
52295,43,66
52296,939,73
52297,816,50
52298,201,15
52299,380,34
52300,248,29
52301,445,24
52302,291,80
52303,816,36
52304,165,62
52305,928,21
52306,671,29
52307,493,16
52308,862,64
52309,632,80
52310,234,12
52311,405,77
52312,806,64
52313,927,56
52314,464,36
52315,270,47
52316,383,90
52317,100,43
52318,511,66
52319,762,18
52320,546,77
52321,738,75
52322,568,34
52323,925,69
52324,828,80
52325,793,72
52326,265,47
52327,539,26
52328,850,63
52329,99,97
52330,489,5
52331,601,89
52332,531,54
52333,625,87
52334,838,17
52335,941,5
52336,240,18
52337,965,57
52338,275,15
52339,627,13
52340,294,32
52341,22,83
52342,288,45
52343,460,8
52344,189,38
52345,813,4
52346,402,74
52347,902,11
52348,679,80
52349,938,28
52350,502,64
52351,734,30
52352,891,59
52353,431,58
52354,472,54
52355,479,100
52356,963,11
52357,97,85
52358,112,46
52359,586,27
52360,393,92
52361,304,50
52362,257,96
52363,916,38
52364,933,83
52365,852,78
52366,722,76
52367,428,27
52368,853,11
52369,704,66
52370,879,94
52371,799,27
52372,315,31
52373,389,2
52374,234,76
52375,553,90
52376,203,15
52377,534,46
52378,996,11
52379,57,78
52380,635,19
52381,941,77
52382,594,82
52383,815,77
52384,344,9
52385,297,35
52386,959,2
52387,107,83
52388,316,38
52389,386,64
52390,710,85
52391,702,21
52392,820,11
52393,634,37
52394,357,38
52395,7,50
52396,873,92
52397,424,66
52398,686,20
52399,779,33
52400,432,15
52401,401,100
52402,301,41
52403,67,37
52404,885,75
52405,243,26
52406,77,72
52407,33,4
52408,704,1
52409,770,7
52410,11,68
52411,940,90
52412,689,73
52413,416,1
52414,928,9
52415,680,30
52416,362,9
52417,889,17
52418,253,40
52419,186,86
52420,711,49
52421,103,82
52422,352,92
52423,577,82
52424,130,54
52425,478,50
52426,957,38
52427,614,89
52428,353,9
52429,638,11
52430,874,27
52431,555,86
52432,223,79
52433,568,17
52434,37,39
52435,998,74
52436,96,58
52437,312,40
52438,495,55
52439,730,89
52440,982,75
52441,92,72
52442,240,91
52443,752,37
52444,590,92
52445,631,4
52446,450,7
52447,27,88
52448,616,60
52449,823,93
52450,12,49
52451,422,49
52452,689,16
52453,799,58
52454,417,95
52455,224,45
52456,203,56
52457,877,85
52458,304,49
52459,620,59
52460,10,31
52461,945,76
52462,781,38
52463,474,93
52464,60,21
52465,530,1
52466,257,58
52467,348,47
52468,228,3
52469,631,38
52470,970,95
52471,357,11
52472,884,84
52473,12,53
52474,279,52
52475,959,72
52476,496,73
52477,479,67
52478,603,9
52479,726,20
52480,671,78
52481,476,28
52482,321,60
52483,946,32
52484,600,91
52485,326,92
52486,852,55
52487,988,64
52488,881,63
52489,464,49
52490,455,76
52491,621,42
52492,534,23
52493,425,99
52494,958,83
52495,625,12
52496,594,5
52497,306,4
52498,284,59
52499,669,29
52500,309,15
52501,979,64
52502,534,16
52503,881,14
52504,38,39
52505,576,27
52506,455,90
52507,696,85
52508,41,37
52509,307,84
52510,898,75
52511,263,69
52512,723,99
52513,10,47
52514,917,74
52515,222,54
52516,725,19
52517,572,50
52518,526,83
52519,93,67
52520,939,63
52521,214,65
52522,950,96
52523,683,63
52524,530,76
52525,235,84
52526,613,37
52527,395,57
52528,874,74
52529,517,75
52530,127,62
52531,446,11
52532,502,34
52533,727,81
52534,418,24
52535,274,66
52536,846,94
52537,340,22
52538,301,63
52539,342,45
52540,316,50
52541,466,49
52542,239,3
52543,208,44
52544,716,81
52545,611,96
52546,268,85
52547,379,75
52548,589,49
52549,84,45
52550,111,17
52551,634,67
52552,851,31
52553,928,55
52554,819,17
52555,751,74
52556,447,41
52557,181,22
52558,23,71
52559,171,61
52560,395,98
52561,956,3
52562,582,64
52563,21,63
52564,957,87
52565,74,69
52566,120,8
52567,204,29
52568,869,77
52569,658,64
52570,777,55
52571,471,89
52572,139,47
52573,574,72
52574,518,59
52575,264,82
52576,175,6
52577,919,17
52578,555,16
52579,283,17
52580,494,74
52581,900,34
52582,319,59
52583,664,39
52584,708,44
52585,989,48
52586,370,73
52587,982,56
52588,624,63
52589,180,30
52590,427,65
52591,316,89
52592,307,83
52593,698,33
52594,714,17
52595,815,85
52596,873,67
52597,895,26
52598,863,4
52599,64,4
52600,171,25
52601,170,24
52602,19,63
52603,577,78
52604,924,80
52605,50,15
52606,935,39
52607,999,92
52608,120,94
52609,890,72
52610,66,31
52611,526,89
52612,179,12
52613,265,90
52614,78,3
52615,180,84
52616,946,57
52617,50,22
52618,15,47
52619,474,29
52620,246,48
52621,972,31
52622,577,89
52623,796,47
52624,496,25
52625,433,25
52626,763,19
52627,155,86
52628,763,12
52629,236,67
52630,583,12
52631,466,92
52632,552,46
52633,124,9
52634,670,99
52635,356,66
52636,496,15
52637,677,30
52638,375,55
52639,683,99
52640,267,41
52641,148,4
52642,788,48
52643,216,13
52644,100,16
52645,812,57
52646,339,77
52647,426,88
52648,893,19
52649,483,55
52650,444,46
52651,412,45
52652,931,9
52653,519,99
52654,910,84
52655,749,6
52656,82,55
52657,742,78
52658,660,91
52659,93,7
52660,349,93
52661,459,52
52662,629,32
52663,577,5
52664,85,13
52665,483,43
52666,627,88
52667,387,81
52668,82,61
52669,788,54
52670,65,91
52671,981,79
52672,408,59
52673,937,59
52674,413,24
52675,821,73
52676,577,1
52677,512,94
52678,699,36
52679,901,33
52680,539,55
52681,392,30
52682,399,13
52683,79,89
52684,741,27
52685,850,12
52686,224,76
52687,926,2
52688,281,73
52689,841,68
52690,407,77
52691,545,41
52692,238,55
52693,903,20
52694,747,8
52695,133,70
52696,417,50
52697,257,49
52698,268,15
52699,242,46
52700,59,78
52701,829,64
52702,576,100
52703,214,81
52704,1,8
52705,203,10
52706,397,37
52707,802,13
52708,377,74
52709,794,87
52710,592,84
52711,213,100
52712,116,44
52713,352,23
52714,745,50
52715,363,34
52716,515,74
52717,475,91
52718,381,22
52719,347,35
52720,888,15
52721,93,59
52722,398,59
52723,330,34
52724,422,47
52725,670,39
52726,675,51
52727,970,43
52728,284,58
52729,164,4
52730,811,7
52731,289,67
52732,738,36
52733,787,99
52734,344,13
52735,938,52
52736,89,64
52737,105,68
52738,736,68
52739,355,42
52740,63,58
52741,382,88
52742,382,76
52743,3,65
52744,394,85
52745,239,42
52746,703,18
52747,930,57
52748,492,81
52749,803,90
52750,409,63
52751,350,80
52752,205,98
52753,541,63
52754,453,80
52755,402,15
52756,941,81
52757,132,43
52758,296,83
52759,982,92
52760,911,18
52761,856,10
52762,306,42
52763,859,65
52764,953,57
52765,831,42
52766,52,100
52767,137,76
52768,613,44
52769,646,35
52770,14,75
52771,126,68
52772,638,6
52773,321,35
52774,612,50
52775,240,36
52776,128,4
52777,785,90
52778,277,4
52779,59,7
52780,980,25
52781,872,44
52782,842,80
52783,747,77
52784,186,67
52785,899,63
52786,90,47
52787,106,57
52788,236,17
52789,771,59
52790,151,18
52791,316,46
52792,345,65
52793,853,84
52794,542,74
52795,520,80
52796,823,89
52797,490,10
52798,912,37
52799,827,28
52800,366,41
52801,765,92
52802,657,53
52803,533,42
52804,557,66
52805,924,25
52806,211,29
52807,961,75
52808,540,65
52809,845,31
52810,190,82
52811,158,69
52812,918,67
52813,288,58
52814,382,57
52815,497,26
52816,650,77
52817,73,97
52818,105,58
52819,286,64
52820,441,35
52821,48,93
52822,207,59
52823,74,94
52824,195,89
52825,471,38
52826,832,31
52827,220,48
52828,975,68
52829,227,5
52830,666,40
52831,128,31
52832,145,1
52833,929,71
52834,118,88
52835,480,4
52836,787,50
52837,858,90
52838,430,56
52839,297,67
52840,681,80
52841,972,38
52842,51,82
52843,962,96
52844,115,9
52845,162,15
52846,749,88
52847,812,41
52848,69,97
52849,362,68
52850,586,73
52851,434,3
52852,681,33
52853,580,46
52854,641,32
52855,816,67
52856,467,54
52857,257,99
52858,539,13
52859,374,97
52860,971,38
52861,932,93
52862,693,81
52863,28,23
52864,106,90
52865,939,2
52866,242,60
52867,618,25
52868,538,12
52869,621,4
52870,66,11
52871,158,34
52872,177,1
52873,770,38
52874,42,5
52875,708,7
52876,185,19
52877,178,19
52878,415,84
52879,351,96
52880,528,31
52881,361,86
52882,906,54
52883,482,41
52884,598,55
52885,472,99
52886,784,85
52887,919,98
52888,664,71
52889,971,47
52890,870,14
52891,70,10
52892,782,75
52893,757,6
52894,409,64
52895,895,61
52896,805,46
52897,981,75
52898,709,30
52899,266,3
52900,628,3
52901,768,71
52902,218,81
52903,881,48
52904,398,2
52905,645,38
52906,807,42
52907,735,12
52908,288,16
52909,941,25
52910,753,20
52911,484,74
52912,293,76
52913,91,25
52914,461,46
52915,477,22
52916,899,51
52917,47,87
52918,986,53
52919,816,65
52920,596,15
52921,818,43
52922,625,52
52923,701,92
52924,978,85
52925,296,18
52926,341,47
52927,668,43
52928,775,85
52929,824,49
52930,586,81
52931,32,82
52932,245,56
52933,346,89
52934,420,77
52935,841,74
52936,818,58
52937,483,34
52938,613,20
52939,377,79
52940,158,53
52941,882,86
52942,967,59
52943,28,32
52944,574,52
52945,610,14
52946,950,29
52947,546,62
52948,644,83
52949,69,61
52950,302,28
52951,647,6
52952,724,94
52953,484,61
52954,285,3
52955,256,63
52956,387,74
52957,521,6
52958,713,25
52959,481,39
52960,620,69
52961,724,37
52962,858,77
52963,773,62
52964,856,2
52965,130,79
52966,768,20
52967,240,47
52968,482,19
52969,344,27
52970,632,19
52971,533,83
52972,764,92
52973,140,25
52974,453,100
52975,2,83
52976,216,1
52977,126,21
52978,129,68
52979,70,30
52980,764,96
52981,158,19
52982,257,58
52983,650,56
52984,549,85
52985,796,75
52986,939,94
52987,993,75
52988,794,85
52989,848,92
52990,598,11
52991,427,81
52992,907,45
52993,274,75
52994,563,15
52995,785,56
52996,908,11
52997,141,54
52998,797,33
52999,271,59
53000,352,20
53001,112,45
53002,384,62
53003,587,57
53004,848,21
53005,564,38
53006,521,99
53007,437,68
53008,397,77
53009,770,87
53010,165,71
53011,76,36
53012,727,61
53013,377,37
53014,165,64
53015,245,63
53016,112,17
53017,766,24
53018,302,67
53019,465,71
53020,835,89
53021,129,81
53022,983,5
53023,19,32
53024,292,31
53025,211,73
53026,412,92
53027,883,94
53028,50,63
53029,278,51
53030,612,79
53031,814,73
53032,183,65
53033,703,73
53034,355,57
53035,26,90
53036,743,100
53037,673,16
53038,467,80
53039,991,19
53040,497,11
53041,823,94
53042,378,60
53043,825,11
53044,221,70
53045,303,10
53046,912,18
53047,398,73
53048,420,6
53049,67,1
53050,755,67
53051,496,41
53052,182,23
53053,541,21
53054,390,27
53055,464,4
53056,888,24
53057,157,30
53058,366,76
53059,968,81
